Timestamp,MachineId,Load,VelRMS1 mm/s,VelRMS2 mm/s,AccRMS1 g,AccRMS2 g,Time
1631646180.0,995,,,1.21,,0.64,9-14-2021 21:03:00
1631646240.0,995,,,,,,9-14-2021 21:04:00
1631646300.0,995,,4.59,,0.947,,9-14-2021 21:05:00
1631646360.0,995,,4.71,,0.926,,9-14-2021 21:06:00
1631646420.0,995,,4.69,1.26,0.931,0.641,9-14-2021 21:07:00
1631646480.0,995,,,1.29,,0.645,9-14-2021 21:08:00
1631646540.0,995,,,1.21,,0.63,9-14-2021 21:09:00
1631646600.0,995,,,,,,9-14-2021 21:10:00
1631646660.0,995,,4.81,,0.943,,9-14-2021 21:11:00
1631646720.0,995,,4.69,,0.926,,9-14-2021 21:12:00
1631646780.0,995,,4.79,1.23,0.936,0.679,9-14-2021 21:13:00
1631646840.0,995,,,1.22,,0.634,9-14-2021 21:14:00
1631646900.0,995,,,1.25,,0.628,9-14-2021 21:15:00
1631646960.0,995,,,,,,9-14-2021 21:16:00
1631647020.0,995,,4.76,,0.946,,9-14-2021 21:17:00
1631647080.0,995,,4.75,,0.927,,9-14-2021 21:18:00
1631647140.0,995,,4.74,1.15,0.921,0.631,9-14-2021 21:19:00
1631647200.0,995,,,1.23,,0.62,9-14-2021 21:20:00
1631647260.0,995,,,1.22,,0.618,9-14-2021 21:21:00
1631647320.0,995,,,,,,9-14-2021 21:22:00
1631647380.0,995,,4.83,,0.972,,9-14-2021 21:23:00
1631647440.0,995,,4.81,,0.923,,9-14-2021 21:24:00
1631647500.0,995,,4.91,1.3,0.941,0.612,9-14-2021 21:25:00
1631647560.0,995,,,1.25,,0.624,9-14-2021 21:26:00
1631647620.0,995,,,1.17,,0.661,9-14-2021 21:27:00
1631647680.0,995,,,,,,9-14-2021 21:28:00
1631647740.0,995,,4.32,,0.9,,9-14-2021 21:29:00
1631647800.0,995,,4.34,,0.905,,9-14-2021 21:30:00
1631647860.0,995,,4.27,,0.911,,9-14-2021 21:31:00
1631647920.0,995,,,1.17,,0.702,9-14-2021 21:32:00
1631647980.0,995,,,1.16,,0.736,9-14-2021 21:33:00
1631648040.0,995,,,1.15,,0.744,9-14-2021 21:34:00
1631648100.0,995,,,,,,9-14-2021 21:35:00
1631648160.0,995,,4.24,,0.915,,9-14-2021 21:36:00
1631648220.0,995,,4.83,,0.935,,9-14-2021 21:37:00
1631648280.0,995,,4.66,1.26,0.944,0.66,9-14-2021 21:38:00
1631648340.0,995,,,1.16,,0.681,9-14-2021 21:39:00
1631648400.0,995,,,1.17,,0.701,9-14-2021 21:40:00
1631648460.0,995,,,,,,9-14-2021 21:41:00
1631648520.0,995,,4.21,,0.896,,9-14-2021 21:42:00
1631648580.0,995,,4.2,,0.901,,9-14-2021 21:43:00
1631648640.0,995,,4.19,1.15,0.895,0.684,9-14-2021 21:44:00
1631648700.0,995,,,1.14,,0.695,9-14-2021 21:45:00
1631648760.0,995,,,1.14,,0.688,9-14-2021 21:46:00
1631648820.0,995,,,,,,9-14-2021 21:47:00
1631648880.0,995,,4.24,,0.905,,9-14-2021 21:48:00
1631648940.0,995,,4.18,,0.922,,9-14-2021 21:49:00
1631649000.0,995,,4.3,1.1,0.918,0.736,9-14-2021 21:50:00
1631649060.0,995,,,1.14,,0.754,9-14-2021 21:51:00
1631649120.0,995,,,1.12,,0.762,9-14-2021 21:52:00
1631649180.0,995,,,,,,9-14-2021 21:53:00
1631649240.0,995,,4.26,,0.911,,9-14-2021 21:54:00
1631649300.0,995,,4.24,,0.923,,9-14-2021 21:55:00
1631649360.0,995,,4.15,1.11,0.92,0.709,9-14-2021 21:56:00
1631649420.0,995,,,1.09,,0.744,9-14-2021 21:57:00
1631649480.0,995,,,1.07,,0.746,9-14-2021 21:58:00
1631649540.0,995,,,,,,9-14-2021 21:59:00
1631649600.0,995,,4.13,,0.917,,9-14-2021 22:00:00
1631649660.0,995,,4.09,,0.915,,9-14-2021 22:01:00
1631649720.0,995,,4.14,1.12,0.911,0.729,9-14-2021 22:02:00
1631649780.0,995,,,1.14,,0.727,9-14-2021 22:03:00
1631649840.0,995,,,1.1,,0.729,9-14-2021 22:04:00
1631649900.0,995,,,,,,9-14-2021 22:05:00
1631649960.0,995,,4.04,,0.917,,9-14-2021 22:06:00
1631650020.0,995,,4.07,,0.911,,9-14-2021 22:07:00
1631650080.0,995,,4.11,1.07,0.91,0.733,9-14-2021 22:08:00
1631650140.0,995,,,1.11,,0.75,9-14-2021 22:09:00
1631650200.0,995,,,1.13,,0.762,9-14-2021 22:10:00
1631650260.0,995,,,,,,9-14-2021 22:11:00
1631650320.0,995,,4.01,,0.912,,9-14-2021 22:12:00
1631650380.0,995,,4.13,,0.914,,9-14-2021 22:13:00
1631650440.0,995,,4.14,1.11,0.913,0.739,9-14-2021 22:14:00
1631650500.0,995,,,1.1,,0.761,9-14-2021 22:15:00
1631650560.0,995,,,1.12,,0.784,9-14-2021 22:16:00
1631650620.0,995,,,,,,9-14-2021 22:17:00
1631650680.0,995,,4.06,,0.908,,9-14-2021 22:18:00
1631650740.0,995,,3.95,,0.911,,9-14-2021 22:19:00
1631650800.0,995,,4.1,,0.918,,9-14-2021 22:20:00
1631650860.0,995,,4.1,1.12,0.918,0.777,9-14-2021 22:21:00
1631650920.0,995,,,1.12,,0.776,9-14-2021 22:22:00
1631650980.0,995,,,1.08,,0.779,9-14-2021 22:23:00
1631651040.0,995,,,,,,9-14-2021 22:24:00
1631651100.0,995,,4.12,,0.902,,9-14-2021 22:25:00
1631651160.0,995,,4.06,,0.895,,9-14-2021 22:26:00
1631651220.0,995,,4.01,1.1,0.893,0.772,9-14-2021 22:27:00
1631651280.0,995,,,1.1,,0.709,9-14-2021 22:28:00
1631651340.0,995,,,1.11,,0.713,9-14-2021 22:29:00
1631651400.0,995,,,,,,9-14-2021 22:30:00
1631651460.0,995,,4.01,,0.895,,9-14-2021 22:31:00
1631651520.0,995,,4.06,,0.899,,9-14-2021 22:32:00
1631651580.0,995,,4.04,1.06,0.903,0.724,9-14-2021 22:33:00
1631651640.0,995,,,1.16,,0.727,9-14-2021 22:34:00
1631651700.0,995,,,1.1,,0.736,9-14-2021 22:35:00
1631651760.0,995,,,,,,9-14-2021 22:36:00
1631651820.0,995,,4.09,,0.903,,9-14-2021 22:37:00
1631651880.0,995,,4.17,,0.905,,9-14-2021 22:38:00
1631651940.0,995,,4.02,1.11,0.898,0.754,9-14-2021 22:39:00
1631652000.0,995,,,1.08,,0.748,9-14-2021 22:40:00
1631652060.0,995,,,1.13,,0.757,9-14-2021 22:41:00
1631652120.0,995,,,,,,9-14-2021 22:42:00
1631652180.0,995,,4.04,,0.901,,9-14-2021 22:43:00
1631652240.0,995,,4.06,,0.902,,9-14-2021 22:44:00
1631652300.0,995,,3.97,1.11,0.899,0.773,9-14-2021 22:45:00
1631652360.0,995,,,1.09,,0.776,9-14-2021 22:46:00
1631652420.0,995,,,1.12,,0.777,9-14-2021 22:47:00
1631652480.0,995,,,,,,9-14-2021 22:48:00
1631652540.0,995,,4.02,,0.9,,9-14-2021 22:49:00
1631652600.0,995,,3.9,,0.904,,9-14-2021 22:50:00
1631652660.0,995,,4.16,1.13,0.9,0.784,9-14-2021 22:51:00
1631652720.0,995,,,1.13,,0.795,9-14-2021 22:52:00
1631652780.0,995,,,1.13,,0.804,9-14-2021 22:53:00
1631652840.0,995,,,,,,9-14-2021 22:54:00
1631652900.0,995,,4.05,,0.898,,9-14-2021 22:55:00
1631652960.0,995,,3.92,,0.904,,9-14-2021 22:56:00
1631653020.0,995,,4.03,,0.912,,9-14-2021 22:57:00
1631653080.0,995,,,1.13,,0.815,9-14-2021 22:58:00
1631653140.0,995,,,1.12,,0.816,9-14-2021 22:59:00
1631653200.0,995,,,1.13,,0.818,9-14-2021 23:00:00
1631653260.0,995,,,,,,9-14-2021 23:01:00
1631653320.0,995,,4.03,,0.906,,9-14-2021 23:02:00
1631653380.0,995,,3.96,,0.909,,9-14-2021 23:03:00
1631653440.0,995,,3.96,1.1,0.915,0.836,9-14-2021 23:04:00
1631653500.0,995,,,1.06,,0.84,9-14-2021 23:05:00
1631653560.0,995,,,1.09,,0.838,9-14-2021 23:06:00
1631653620.0,995,,,,,,9-14-2021 23:07:00
1631653680.0,995,,4.08,,0.907,,9-14-2021 23:08:00
1631653740.0,995,,4.06,,0.906,,9-14-2021 23:09:00
1631653800.0,995,,4.09,1.06,0.91,0.834,9-14-2021 23:10:00
1631653860.0,995,,,1.14,,0.848,9-14-2021 23:11:00
1631653920.0,995,,,1.05,,0.848,9-14-2021 23:12:00
1631653980.0,995,,,,,,9-14-2021 23:13:00
1631654040.0,995,,3.94,,0.907,,9-14-2021 23:14:00
1631654100.0,995,,4.06,,0.907,,9-14-2021 23:15:00
1631654160.0,995,,4.08,1.12,0.903,0.872,9-14-2021 23:16:00
1631654220.0,995,,,1.1,,0.864,9-14-2021 23:17:00
1631654280.0,995,,,1.12,,0.864,9-14-2021 23:18:00
1631654340.0,995,,,,,,9-14-2021 23:19:00
1631654400.0,995,,4.07,,0.9,,9-14-2021 23:20:00
1631654460.0,995,,3.95,,0.908,,9-14-2021 23:21:00
1631654520.0,995,,3.94,1.12,0.905,0.853,9-14-2021 23:22:00
1631654580.0,995,,,1.16,,0.869,9-14-2021 23:23:00
1631654640.0,995,,,1.09,,0.868,9-14-2021 23:24:00
1631654700.0,995,,,,,,9-14-2021 23:25:00
1631654760.0,995,,4.11,,0.91,,9-14-2021 23:26:00
1631654820.0,995,,3.97,,0.909,,9-14-2021 23:27:00
1631654880.0,995,,4.01,1.14,0.912,0.874,9-14-2021 23:28:00
1631654940.0,995,,,1.11,,0.867,9-14-2021 23:29:00
1631655000.0,995,,,1.06,,0.877,9-14-2021 23:30:00
1631655060.0,995,,,,,,9-14-2021 23:31:00
1631655120.0,995,,4.01,,0.914,,9-14-2021 23:32:00
1631655180.0,995,,4.04,,0.914,,9-14-2021 23:33:00
1631655240.0,995,,3.97,1.08,0.913,0.877,9-14-2021 23:34:00
1631655300.0,995,,,1.07,,0.876,9-14-2021 23:35:00
1631655360.0,995,,,1.08,,0.874,9-14-2021 23:36:00
1631655420.0,995,,,,,,9-14-2021 23:37:00
1631655480.0,995,,4.02,,0.913,,9-14-2021 23:38:00
1631655540.0,995,,4.01,,0.911,,9-14-2021 23:39:00
1631655600.0,995,,3.94,1.14,0.916,0.888,9-14-2021 23:40:00
1631655660.0,995,,,1.1,,0.886,9-14-2021 23:41:00
1631655720.0,995,,,1.08,,0.888,9-14-2021 23:42:00
1631655780.0,995,,,,,,9-14-2021 23:43:00
1631655840.0,995,,3.98,,0.917,,9-14-2021 23:44:00
1631655900.0,995,,4.07,,0.91,,9-14-2021 23:45:00
1631655960.0,995,,4.06,,0.91,,9-14-2021 23:46:00
1631656020.0,995,,4.06,1.17,0.91,0.844,9-14-2021 23:47:00
1631656080.0,995,,,1.13,,0.779,9-14-2021 23:48:00
1631656140.0,995,,,1.2,,0.775,9-14-2021 23:49:00
1631656200.0,995,,,,,,9-14-2021 23:50:00
1631656260.0,995,,4.42,,0.903,,9-14-2021 23:51:00
1631656320.0,995,,4.44,,0.941,,9-14-2021 23:52:00
1631656380.0,995,,4.69,1.23,0.925,0.693,9-14-2021 23:53:00
1631656440.0,995,,,1.18,,0.685,9-14-2021 23:54:00
1631656500.0,995,,,1.22,,0.679,9-14-2021 23:55:00
1631656560.0,995,,,,,,9-14-2021 23:56:00
1631656620.0,995,,4.7,,0.944,,9-14-2021 23:57:00
1631656680.0,995,,4.3,,0.9,,9-14-2021 23:58:00
1631656740.0,995,,4.68,1.27,0.917,0.692,9-14-2021 23:59:00
